ID	gutmock00	gutmock01	gutmock02	gutmock03	gutmock04
196488	1.0	0.0	1.0	1.0	1.0
3850189	1.0	1.0	1.0	1.0	1.0
183872	1.0	1.0	1.0	0.0	1.0
4327099	1.0	0.0	1.0	0.0	1.0
190740	1.0	0.0	1.0	1.0	1.0
1825542	1.0	1.0	1.0	1.0	1.0
179266	1.0	0.0	1.0	0.0	1.0
197808	1.0	1.0	1.0	0.0	0.0
359063	1.0	1.0	1.0	0.0	1.0
4407193	1.0	0.0	1.0	1.0	0.0
515764	1.0	0.0	1.0	0.0	1.0
515992	1.0	0.0	1.0	0.0	1.0
198085	1.0	1.0	1.0	1.0	1.0
4326090	1.0	1.0	1.0	1.0	0.0
183679	1.0	0.0	0.0	1.0	0.0
180806	1.0	0.0	1.0	0.0	1.0
3097387	1.0	0.0	0.0	0.0	1.0
582425	1.0	0.0	1.0	1.0	0.0
530524	1.0	1.0	1.0	1.0	0.0
176159	1.0	0.0	0.0	0.0	0.0
365095	1.0	0.0	1.0	0.0	1.0
4236287	1.0	0.0	1.0	1.0	1.0
527192	1.0	1.0	0.0	0.0	1.0
CP026548.1783848.1785365	1.0	0.0	1.0	0.0	1.0
179394	1.0	0.0	1.0	0.0	1.0
175789	1.0	1.0	1.0	1.0	0.0
4410638	1.0	1.0	1.0	0.0	1.0
185785	1.0	0.0	1.0	0.0	1.0
527660	1.0	0.0	1.0	0.0	0.0
316816	1.0	0.0	0.0	1.0	1.0
188683	1.0	1.0	1.0	0.0	1.0
4387501	1.0	1.0	1.0	1.0	1.0
525169	1.0	1.0	0.0	0.0	0.0
362120	1.0	0.0	1.0	1.0	0.0
308323	1.0	0.0	1.0	1.0	1.0
366820	1.0	0.0	1.0	1.0	1.0
175411	1.0	0.0	1.0	0.0	1.0
522036	1.0	1.0	0.0	1.0	1.0
365421	1.0	0.0	1.0	0.0	1.0
193373	1.0	1.0	1.0	0.0	1.0
528631	1.0	1.0	1.0	0.0	1.0
199430	1.0	1.0	1.0	0.0	1.0
359093	1.0	1.0	1.0	0.0	1.0
365661	1.0	0.0	1.0	0.0	0.0
194741	1.0	1.0	1.0	0.0	1.0
181665	1.0	0.0	1.0	0.0	1.0
191097	1.0	0.0	1.0	1.0	1.0
185322	1.0	0.0	1.0	0.0	0.0
262491	1.0	1.0	0.0	1.0	0.0
367490	1.0	0.0	1.0	1.0	1.0
208861	1.0	1.0	1.0	1.0	1.0
4458006	1.0	1.0	1.0	0.0	1.0
363722	1.0	1.0	1.0	1.0	1.0
525032	1.0	0.0	0.0	1.0	1.0
197639	1.0	0.0	0.0	1.0	0.0
CP026548.911785.913302	1.0	1.0	1.0	1.0	0.0
523328	1.0	1.0	1.0	1.0	0.0
358653	1.0	0.0	1.0	1.0	0.0
195559	1.0	1.0	0.0	0.0	0.0
186328	1.0	1.0	0.0	1.0	0.0
199447	1.0	1.0	1.0	1.0	0.0
191005	1.0	1.0	1.0	1.0	1.0
180255	1.0	1.0	1.0	1.0	1.0
176735	1.0	1.0	1.0	0.0	0.0
523363	1.0	0.0	1.0	0.0	1.0
850405	1.0	0.0	1.0	1.0	0.0
516541	1.0	0.0	1.0	0.0	0.0
214690	1.0	1.0	1.0	1.0	0.0
173589	1.0	0.0	1.0	0.0	0.0
346621	1.0	0.0	0.0	0.0	0.0
4479131	1.0	1.0	1.0	1.0	1.0
179076	1.0	1.0	1.0	0.0	0.0
4080510	1.0	1.0	1.0	0.0	0.0
1943669	1.0	1.0	1.0	0.0	0.0
524482	1.0	1.0	1.0	0.0	0.0
366614	1.0	1.0	0.0	0.0	0.0
515869	1.0	1.0	1.0	0.0	0.0
365842	1.0	1.0	1.0	0.0	0.0
511454	1.0	0.0	1.0	0.0	0.0
532146	1.0	1.0	1.0	1.0	1.0
4415150	1.0	1.0	1.0	1.0	1.0
4429300	1.0	1.0	1.0	0.0	0.0
1748738	1.0	1.0	0.0	1.0	0.0
510844	1.0	1.0	1.0	1.0	0.0
4476527	1.0	1.0	1.0	0.0	0.0
363642	1.0	1.0	1.0	0.0	0.0
211478	1.0	0.0	0.0	1.0	0.0
357770	1.0	0.0	1.0	0.0	0.0
149193	1.0	1.0	1.0	0.0	0.0
118821	1.0	1.0	0.0	0.0	0.0
4328987	1.0	1.0	0.0	0.0	0.0
201658	1.0	0.0	1.0	0.0	0.0
360347	1.0	1.0	1.0	0.0	0.0
2365398	1.0	1.0	0.0	0.0	1.0
360246	1.0	0.0	0.0	1.0	0.0
848578	1.0	1.0	1.0	0.0	0.0
196246	1.0	0.0	1.0	1.0	0.0
531166	1.0	0.0	1.0	0.0	0.0
4478125	1.0	1.0	0.0	0.0	0.0
520383	1.0	0.0	1.0	1.0	0.0
178385	1.0	0.0	0.0	1.0	0.0
518265	1.0	1.0	0.0	0.0	0.0
175020	1.0	0.0	1.0	1.0	0.0
369540	1.0	1.0	1.0	0.0	1.0
531138	1.0	0.0	1.0	1.0	0.0
361581	1.0	1.0	0.0	0.0	0.0
365427	1.0	1.0	1.0	1.0	0.0
4368754	1.0	0.0	1.0	0.0	0.0
31395	1.0	1.0	0.0	1.0	1.0
312962	1.0	1.0	1.0	0.0	0.0
HQ457032.1.1405	1.0	0.0	1.0	1.0	0.0
158001	1.0	1.0	0.0	0.0	0.0
195801	1.0	0.0	1.0	1.0	0.0
519973	1.0	0.0	1.0	1.0	0.0
4413902	1.0	0.0	1.0	0.0	0.0
184788	1.0	1.0	1.0	0.0	0.0
527041	1.0	0.0	1.0	1.0	0.0
512652	1.0	0.0	1.0	1.0	1.0
199397	1.0	0.0	1.0	0.0	0.0
211250	1.0	1.0	1.0	1.0	0.0
3186389	1.0	0.0	0.0	0.0	1.0
362647	1.0	0.0	1.0	0.0	0.0
187439	1.0	1.0	1.0	0.0	1.0
187746	1.0	1.0	0.0	0.0	1.0
3294726	1.0	0.0	1.0	0.0	0.0
294922	1.0	0.0	0.0	0.0	1.0
368430	1.0	1.0	1.0	0.0	1.0
357455	1.0	1.0	1.0	1.0	0.0
361722	1.0	1.0	1.0	1.0	0.0
521406	1.0	1.0	1.0	1.0	0.0
513260	1.0	1.0	0.0	0.0	0.0
LQ500123.51.1533	1.0	1.0	1.0	1.0	0.0
207179	1.0	0.0	1.0	1.0	1.0
KF374936.1.1410	176.0	275.0	191.0	95.0	428.0
EF036467	205.0	252.0	221.0	114.0	450.0
CP001107.763005.764525	56.0	55.0	46.0	44.0	27.0
AB626630.1	47.0	66.0	29.0	41.0	27.0
CP001107.307101.308621	51.0	66.0	39.0	48.0	29.0
L34627	51.0	60.0	41.0	50.0	31.0
NR_074634	66.0	80.0	45.0	50.0	29.0
FP929043.489815.491335	46.0	73.0	37.0	49.0	22.0
CP001107.2162771.2164291	49.0	63.0	42.0	46.0	23.0
349435	3.0	1.0	1.0	1.0	0.0
556939	4.0	0.0	1.0	1.0	0.0
319501	3.0	0.0	1.0	0.0	0.0
543645	1.0	0.0	1.0	0.0	0.0
183820	4.0	0.0	1.0	0.0	1.0
176940	2.0	0.0	1.0	0.0	0.0
4417185	2.0	0.0	0.0	1.0	0.0
302650	3.0	0.0	1.0	0.0	1.0
3760917	1.0	0.0	1.0	1.0	0.0
368810	1.0	0.0	1.0	1.0	0.0
357951	1.0	0.0	0.0	1.0	0.0
179814	3.0	0.0	1.0	0.0	0.0
361159	2.0	0.0	1.0	0.0	0.0
593939	1.0	0.0	1.0	0.0	0.0
358526	3.0	0.0	1.0	0.0	0.0
899714	1.0	0.0	1.0	0.0	0.0
361384	3.0	0.0	1.0	1.0	0.0
296604	2.0	0.0	1.0	0.0	0.0
2816368	2.0	0.0	1.0	0.0	1.0
183323	4.0	0.0	1.0	0.0	1.0
181978	3.0	0.0	1.0	0.0	0.0
331760	1.0	0.0	1.0	0.0	0.0
359495	2.0	0.0	1.0	0.0	0.0
589626	3.0	0.0	1.0	1.0	0.0
NR_074436	1.0	0.0	1.0	0.0	0.0
186178	3.0	0.0	1.0	0.0	0.0
177459	3.0	0.0	1.0	0.0	0.0
361853	2.0	0.0	1.0	0.0	0.0
359082	4.0	0.0	1.0	0.0	1.0
357092	2.0	0.0	1.0	1.0	0.0
194142	4.0	0.0	1.0	0.0	0.0
233593	1.0	0.0	1.0	1.0	0.0
351952	1.0	0.0	1.0	0.0	1.0
587358	1.0	0.0	1.0	0.0	0.0
273646	3.0	0.0	0.0	1.0	0.0
178331	2.0	0.0	1.0	1.0	0.0
4306262	4.0	0.0	1.0	0.0	0.0
583436	3.0	1.0	1.0	0.0	0.0
548475	1.0	1.0	1.0	0.0	0.0
337397	2.0	1.0	1.0	1.0	0.0
334803	1.0	0.0	1.0	0.0	0.0
583498	5.0	0.0	0.0	0.0	1.0
194188	1.0	1.0	1.0	0.0	0.0
568150	1.0	0.0	1.0	0.0	0.0
592323	3.0	0.0	1.0	0.0	0.0
234298	4.0	0.0	1.0	0.0	0.0
551161	3.0	0.0	1.0	1.0	0.0
369840	3.0	0.0	1.0	1.0	0.0
575256	3.0	1.0	1.0	0.0	1.0
175696	2.0	1.0	1.0	0.0	0.0
594106	1.0	0.0	1.0	1.0	0.0
271084	3.0	0.0	1.0	0.0	0.0
176005	1.0	0.0	1.0	0.0	0.0
174337	3.0	1.0	1.0	0.0	0.0
593998	3.0	0.0	1.0	0.0	0.0
263631	2.0	0.0	1.0	0.0	0.0
176638	2.0	1.0	1.0	0.0	0.0
260554	2.0	0.0	1.0	0.0	0.0
299518	1.0	0.0	1.0	0.0	1.0
359376	2.0	0.0	1.0	1.0	0.0
186705	4.0	0.0	1.0	1.0	0.0
191258	3.0	0.0	1.0	0.0	0.0
588996	2.0	0.0	1.0	0.0	0.0
174205	4.0	0.0	1.0	0.0	0.0
365152	1.0	0.0	1.0	0.0	0.0
537012	3.0	0.0	1.0	0.0	0.0
264713	4.0	1.0	1.0	1.0	1.0
592936	3.0	0.0	1.0	1.0	0.0
2930682	1.0	1.0	1.0	0.0	0.0
179166	4.0	0.0	1.0	0.0	0.0
258255	4.0	1.0	1.0	0.0	0.0
561756	2.0	0.0	1.0	0.0	0.0
183978	2.0	0.0	1.0	0.0	0.0
577661	3.0	0.0	1.0	1.0	0.0
180110	3.0	1.0	1.0	0.0	0.0
294481	2.0	1.0	1.0	0.0	0.0
591570	5.0	1.0	1.0	1.0	0.0
1017452	2.0	0.0	1.0	0.0	0.0
186868	2.0	0.0	1.0	0.0	0.0
182771	3.0	0.0	1.0	0.0	0.0
358757	3.0	0.0	1.0	1.0	0.0
CP015409.1960463.1961978	1.0	0.0	1.0	1.0	0.0
293077	2.0	0.0	1.0	1.0	0.0
593043	3.0	1.0	1.0	0.0	0.0
182004	4.0	0.0	1.0	1.0	0.0
568909	5.0	0.0	1.0	0.0	0.0
187152	2.0	0.0	1.0	1.0	1.0
366606	1.0	0.0	1.0	0.0	0.0
586635	1.0	0.0	1.0	0.0	0.0
190265	2.0	0.0	1.0	1.0	0.0
174005	1.0	0.0	1.0	0.0	0.0
581835	3.0	0.0	1.0	0.0	0.0
192909	2.0	0.0	1.0	0.0	0.0
368699	3.0	0.0	1.0	1.0	0.0
579826	1.0	1.0	1.0	1.0	0.0
177858	1.0	0.0	1.0	0.0	0.0
559584	4.0	0.0	1.0	1.0	0.0
577568	1.0	0.0	1.0	1.0	0.0
197591	2.0	0.0	1.0	0.0	0.0
361231	1.0	0.0	1.0	0.0	0.0
188638	2.0	0.0	1.0	1.0	0.0
562137	2.0	0.0	1.0	0.0	0.0
358694	4.0	0.0	1.0	0.0	1.0
181280	2.0	1.0	1.0	0.0	1.0
366995	3.0	0.0	1.0	0.0	0.0
230139	1.0	0.0	1.0	1.0	0.0
370180	2.0	0.0	1.0	0.0	0.0
290650	2.0	0.0	1.0	0.0	0.0
